,index,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
492,13,2019 Ford Mustang EcoBoost,24481,45425, Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,85388,0,0
493,14,2019 Honda Pilot EX-L,35499,39893, All-wheel Drive ,18–26,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,55306,1,1
494,15,2017 Honda Accord Touring,25575,59073, Front-wheel Drive ,21–33,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,30642,3,3
495,16,2013 Mercedes-Benz E-Class E 350,15888,40690, Rear-wheel Drive ,20–30,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,92870,0,1
496,17,2018 Buick Regal TourX Preferred,29995,36409, All-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98229,1,1
497,18,2017 Audi Q7 3.0T Prestige,41998,44827, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,30281,3,3
498,19,2006 Toyota Avalon ,2488,176876, Front-wheel Drive ,22–31,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI DOHC,34475,3,3
499,0,2008 Jaguar XJ8 ,14999,95292, Rear-wheel Drive ,16–25,Gasoline ,6-Speed Automatic,4.2L V8 32V MPFI DOHC,98032,0,1
500,1,2020 Volvo XC60 T5 Momentum,38795,28314, All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19312,3,3
501,2,2020 Toyota Camry SE,28978,15965, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,76017,0,1
502,3,2019 Mazda CX-5 Grand Touring,28398,22840, Front-wheel Drive ,25–31,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,28134,1,1
503,4,2019 Tesla Model 3 Standard Range Plus,43969,47923, Rear-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,78717,3,3
504,5,2020 Nissan Rogue SL,26989,39647, Front-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,95661,0,0
505,6,2021 Toyota Tundra SR5,55981,11904, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,85323,1,1
506,7,2013 Ford Explorer Limited,13500,89954, Four-wheel Drive ,17–23,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,85034,3,3
507,8,2021 Toyota Land Cruiser Heritage Edition,103690,18461, Four-wheel Drive ,13–17,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,98005,1,1
508,9,2018 Buick Regal TourX Preferred,23600,53438, All-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34471,3,3
509,10,2020 INFINITI QX80 Luxe,38500,68123, Rear-wheel Drive ,14–20,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,34471,1,0
510,11,2013 BMW 535 i xDrive,11990,76950, All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,11021,0,1
511,12,2022 Volvo XC60 B5 Inscription,48918,5697, Front-wheel Drive ,23–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,30060,0,0
512,13,2019 Chevrolet Corvette Grand Sport,74900,17230, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,12528,3,3
513,14,2022 Mercedes-Benz GLB 250 Base,41777,4491, Front-wheel Drive ,23–30,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,33073,1,0
514,15,2018 Cadillac CT6 3.0L Twin Turbo Platinum,55994,25629, All-wheel Drive ,18–26,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98424,0,1
515,16,2019 GMC Sierra 1500 AT4,51927,44088, Four-wheel Drive ,15–20,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,98409,3,3
516,17,2015 Toyota Camry SE,18998,102052, Front-wheel Drive ,25–35,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,34474,3,3
517,18,2021 RAM 1500 Laramie,46975,19735, Rear-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,85015,0,1
518,19,2020 Land Rover Range Rover Evoque SE,46395,17970, All-wheel Drive ,20–27,Gasoline ,Automatic,I4,10523,0,0
519,0,2021 Audi Q5 45 Premium,52777,16654, All-wheel Drive ,23–28,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98005,1,0
520,1,2014 Ford Explorer Base,18995,21267, Four-wheel Drive ,17–23,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,21108,0,0
521,2,2016 Ford Utility Police Interceptor Base,14991,118644, All-wheel Drive ,16–21,– ,6-Speed Automatic,3.7L V6 24V MPFI DOHC,98203,1,0
522,3,2015 Toyota 4Runner Limited,27997,123310, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,42431,3,3
523,4,2021 Honda Pilot Touring 8-Passenger,41993,25138, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,44010,3,3
524,5,2022 GMC Yukon Denali,95987,1582, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,77065,1,1
525,6,2022 Ford F-150 Lariat,70110,11557, Four-wheel Drive ,None,Hybrid ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,85023,1,1
526,7,2014 Honda Civic LX,13295,67838, Front-wheel Drive ,30–39,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC,43209,3,3
527,8,2019 GMC Terrain SLE,27500,27077, All-wheel Drive ,24–28,Gasoline ,9-SPEED A/T,4 Cylinder Engine,43920,1,1
528,9,2020 Lincoln Aviator Reserve AWD,49185,58120, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,76017,1,1
529,10,2021 Audi Q7 55 Prestige,69980,15685, All-wheel Drive ,18–23,Gasoline ,7-Speed Automatic,V6,60169,1,1
530,11,2019 Genesis G70 2.0T Advanced,30119,46181, Rear-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77074,1,1
531,12,2015 Toyota Highlander XLE,23138,112540, Front-wheel Drive ,19–25,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,33613,1,1
532,13,2004 Porsche Boxster Base,14050,90068, Rear-wheel Drive ,20–29,Gasoline ,5 Speed Manual,Flat 6 Cylinder Engine,19136,3,3
533,14,2018 Ford F-150 Lariat,44000,30706, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,66048,0,0
534,15,2020 Ford Explorer ST,38981,72991, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,08052,1,0
535,16,2016 Audi A8 L 3.0T,23995,51833, All-wheel Drive ,19–29,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,98034,0,1
536,17,2017 Porsche Panamera Base,72880,27276, Rear-wheel Drive ,21–28,Gasoline ,8-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,98005,0,1
537,18,2020 Jaguar F-PACE SVR,76995,18623, All-wheel Drive ,16–21,Gasoline ,Automatic,V8,77450,1,1
538,19,2015 Kia K900 Premium,15995,105074, Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC,32808,3,3
539,0,2018 Lexus GX 460 Base,34970,35615, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,07424,1,1
540,1,2019 Lexus RX 350 ,42998,26664, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,93307,3,3
541,2,2014 Toyota Camry LE,17900,65102, Front-wheel Drive ,25–35,Gasoline ,Automatic,Engine: 2.5L I-4 DOHC SMPI,68117,3,3
542,3,2017 Kia Sorento LX,19872,61769, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC,55044,0,0
543,4,2020 Ford Explorer ST,47899,34815, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,08052,1,1
544,5,2016 Audi S8 4.0T Plus,47400,83998, All-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98225,3,3
545,6,2022 Rolls-Royce Cullinan Base,454499,1500, All-wheel Drive ,None,Gasoline ,Automatic CVT,6.7L V12 48V GDI DOHC Twin Turbo,32809,1,1
546,7,2020 Ford Explorer ST,47500,25045, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,18015,3,3
547,8,2020 Subaru Outback Limited,36000,15254, All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,22182,1,1
548,9,2020 Honda Pilot EX-L,30000,17632, Front-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,77036,3,3
549,10,2008 Mercedes-Benz E-Class E 350 4MATIC,12388,56708, All-wheel Drive ,16–22,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI DOHC,32904,1,1
550,11,2014 Ford Mustang V6 Premium,15693,89979, Rear-wheel Drive ,19–29,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI DOHC,77037,3,3
551,12,2019 Ford F-150 King Ranch,50500,57087, Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,70058,0,0
552,13,2019 Ford F-150 XLT,40977,18129, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,44622,1,1
553,14,2018 Mercedes-Benz AMG C 43 Base 4MATIC,49988,28361, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,34471,3,3
554,15,2022 Ford F-150 Platinum,75987,1458, Rear-wheel Drive ,None,Hybrid ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,35501,3,3
555,16,2019 Mercedes-Benz AMG E 53 Base 4MATIC,78900,18063, All-wheel Drive ,20–26,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,20151,0,1
556,17,2018 Volvo XC60 T5 Inscription,33999,42342, All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,0,1
557,18,2020 Chevrolet Suburban Premier,54326,95731, Four-wheel Drive ,14–20,Gasoline ,10-SPEED A/T,8 Cylinder Engine,11554,1,0
558,19,2019 Jeep Grand Cherokee Limited,29990,66452, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,10567,1,1
559,0,2018 Lexus ES 300h Base,35737,27697, Front-wheel Drive ,40–39,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,90404,3,3
560,1,2017 Lexus IS 350 Base,33988,86345, All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,98109,1,1
561,2,2022 Lexus RX 350 F SPORT Handling,51993,11512, All-wheel Drive ,None,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,34711,1,1
562,3,2020 Lincoln Corsair Reserve,39488,28429, Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,92264,1,1
563,4,2020 Ford F-150 Lariat,45956,48741, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,30122,3,3
564,5,2017 Toyota RAV4 XLE,17995,48191, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,65301,3,3
565,6,2016 Cadillac CTS Luxury Collection RWD,26900,49488, Rear-wheel Drive ,21–31,Gasoline ,Automatic,Turbocharged Gas I4 2.0L/122,34788,0,1
566,7,2019 Audi e-tron Prestige,61977,10925, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85281,1,1
567,8,2021 BMW X3 sDrive30i,42552,21958, Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33544,1,1
568,9,2016 Lexus GX 460 Base,36494,54482, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,32901,0,1
569,10,2022 Ford F-150 XLT,61370,846, Four-wheel Drive ,None,Gasoline ,Automatic,5.0L V8 32V PDI DOHC,32225,1,1
570,11,2022 Polestar 2 Long Range Dual Motor,56999,5150, All-wheel Drive ,None,Electric ,Automatic,Electric,32771,1,1
571,12,2019 Volkswagen Jetta 1.4T S,18995,53227, Front-wheel Drive ,30–40,Gasoline ,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,28205,3,3
572,13,2020 Ford F-150 Lariat,46500,15934, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,18951,3,3
573,14,2018 Jeep Grand Cherokee Limited,28991,24347, Rear-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,34239,3,3
574,15,2019 Chevrolet Equinox Premier w/1LZ,26995,22849, All-wheel Drive ,25–30,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,11542,3,3
575,16,2019 Lexus ES 350 F Sport,34977,19631, Front-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,22172,3,3
576,17,2018 Jaguar F-PACE 30t Premium,29064,39236, All-wheel Drive ,22–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,41076,3,3
577,18,2021 Jeep Gladiator Sport,43500,16888, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,34471,3,3
578,19,2019 Acura MDX 3.5L w/Technology Package,33841,53244, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,60048,0,1
579,0,2019 Subaru Forester Base (CVT),21989,10087, All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,11542,3,3
580,1,2021 GMC Sierra 1500 AT4,58900,17541, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,8 Cylinder Engine,54729,3,3
581,2,2019 Chevrolet Tahoe LT,46500,35058, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,21162,0,0
582,3,2021 Jeep Gladiator High Altitude,51900,13500, Four-wheel Drive ,17–22,Gasoline Fuel ,8-Speed A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,0,3,3
583,4,2009 Mercedes-Benz SL-Class SL550 Roadster,19995,106426, Rear-wheel Drive ,13–21,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,77450,0,0
584,5,2019 Honda Civic Sport,25589,30210, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,28205,0,1
585,6,2020 Jeep Gladiator Sport,36641,47317, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,03801,3,3
586,7,2019 Toyota Camry SE,25995,11064, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,11550,1,1
587,8,2017 Kia Forte LX,13998,68122, Front-wheel Drive ,29–38,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,30350,0,1
588,9,2019 BMW 330 i xDrive,39677,24589, All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48317,1,1
589,10,2008 Jeep Wrangler Unlimited Rubicon,23999,46962, Four-wheel Drive ,15–19,Gasoline ,4-Speed Automatic,3.8L V6 12V MPFI OHV,76012,0,1
590,11,2017 Ford Mustang EcoBoost,21498,69442, Rear-wheel Drive ,21–30,Gasoline ,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,32809,0,1
591,12,2020 Nissan Armada SL,46994,30474, Rear-wheel Drive ,14–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,35124,1,1
592,13,2019 Mercedes-Benz GLC 300 Base,32977,68555, Rear-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77373,3,3
593,14,2015 Mitsubishi Outlander Sport SE,11998,63140, Front-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,78745,0,1
594,15,2022 Volkswagen Tiguan 2.0T SE R-Line Black,39998,5455, All-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,3,3
595,16,2022 Mercedes-Benz E-Class E 450,67996,2917, Rear-wheel Drive ,None,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo,32817,0,1
596,17,2021 Dodge Charger Scat Pack,59995,13116, Rear-wheel Drive ,15–24,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,22182,3,3
597,18,2017 Ford Explorer XLT,23471,85211, Front-wheel Drive ,17–24,E85 Flex Fuel ,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,28273,0,1
598,19,2021 Land Rover Range Rover Velar S,61995,16345, Four-wheel Drive ,21–27,Gasoline ,Automatic,I4,46307,1,1
599,0,2015 Honda Pilot EX-L,19638,114439, Four-wheel Drive ,17–24,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI SOHC,18321,3,3
600,1,2013 Subaru Outback 2.5i,12456,113002, All-wheel Drive ,24–30,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,34471,0,1
601,2,2017 Honda Accord EX-L,18888,89885, Front-wheel Drive ,27–36,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC,22031,0,1
602,3,2021 Jeep Grand Cherokee L Limited,47742,21107, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,98532,1,1
603,4,2018 Lexus LC 500 Base,73890,26568, Rear-wheel Drive ,16–26,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,07644,3,3
604,5,2016 GMC Yukon SLE,25470,116913, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,98005,0,0
605,6,2018 Mercedes-Benz Sprinter 2500 144 WB,43999,46262, Rear-wheel Drive ,None,Diesel ,5-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,98036,1,0
606,7,2019 Jeep Grand Cherokee Laredo,29156,43000, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,19611,3,3
607,8,2016 Mercedes-Benz G-Class G 550,77997,68290, All-wheel Drive ,13–14,Gasoline ,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32124,0,1
608,9,2019 Ford Mustang GT Premium,38882,15261, Rear-wheel Drive ,15–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,75418,1,1
609,10,2014 Ford Escape Titanium,14993,91560, Front-wheel Drive ,23–32,Gasoline ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,77037,3,3
610,11,2018 Ford Explorer sport,32000,28444, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,46038,3,3
611,12,2022 Genesis G70 3.3T,44984,5096, All-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,60712,3,3
612,13,2021 Ford F-150 Lariat,64000,13399, 4WD ,19–24,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,89014,1,1
613,14,2019 Mercedes-Benz GLS 450 Base 4MATIC,54991,18203, All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,77074,1,1
614,15,2016 Porsche 911 Carrera S,64995,44512, Rear-wheel Drive ,19–27,Gasoline ,7-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC,48184,3,3
615,16,2021 BMW X3 sDrive30i,37900,42067, Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33764,3,3
616,17,2020 Toyota Tacoma TRD Off Road,44915,16493, Four-wheel Drive ,17–20,Gasoline ,6-Speed Manual,3.5L V6 24V PDI DOHC,20653,1,1
617,18,2017 Ford Fusion Sport,26422,24525, AWD ,None,Gasoline ,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,80122,1,0
618,19,2020 Volkswagen Tiguan 2.0T S,25490,13854, All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19611,3,3
619,0,2018 Mazda Mazda3 Touring,16800,31084, Front-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,21701,3,3
620,1,2019 Subaru Outback 2.5i (CVT),29979,17211, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,80129,1,1
621,2,2006 Lexus GX 470 ,13998,164779, Four-wheel Drive ,15–19,Gasoline ,5-Speed Automatic,4.7L V8 32V MPFI DOHC,29720,0,1
622,3,2019 Chevrolet Tahoe LT,39900,68182, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,07730,0,0
623,4,2017 McLaren 570S Coupe,164499,18900, Rear-wheel Drive ,16–23,Gasoline ,7-SPEED A/T,8 Cylinder Engine,98037,3,3
624,5,2019 Ford Fiesta SE,12999,20368, Front-wheel Drive ,27–35,Gasoline ,6-Speed Automatic with Auto-Shift,1.6L I4 16V MPFI DOHC,75220,3,3
625,6,2008 Ford Shelby GT500 Base,35989,53160, Rear-wheel Drive ,14–20,Gasoline ,6-Speed Manual,5.4L V8 32V MPFI DOHC Supercharged,98409,0,0
626,7,2021 Hyundai Veloster N N,35707,5342, Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98133,3,3
627,8,2021 Chevrolet Trailblazer RS,34756,33581, Front-wheel Drive ,29–33,Gasoline ,Automatic CVT,1.3L I3 12V GDI DOHC Turbo,98580,3,3
628,9,2018 Mercedes-Benz C-Class C 300,34995,23266, Rear-wheel Drive ,24–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,95762,1,1
629,10,2014 Mazda Mazda6 i Grand Touring,14999,86186, Front-wheel Drive ,26–38,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,76051,0,1
630,11,2020 Lexus GX 460 ,53669,34116, Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60514,1,0
631,12,2020 Ford F-150 XLT,38998,21498, RWD ,None,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,75041,3,3
632,13,2018 Buick Enclave Avenir,39999,45744, All-wheel Drive ,17–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,98226,0,0
633,14,2015 BMW M4 Base,48495,52000, Rear-wheel Drive ,17–26,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,32811,0,1
634,15,2013 Jeep Grand Cherokee Limited,15000,125345, Four-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,5.7L V8 16V MPFI OHV,60031,0,0
635,16,2022 Rivian R1T Adventure Package,108000,300, All-wheel Drive ,0–0,Electric Fuel System ,1-Speed A/T,835.0HP Electric Motor Electric Fuel System,0,3,3
636,17,2022 Rivian R1T Adventure Package,112999,250, All-wheel Drive ,None,Electric ,Automatic,Electric,32750,3,3
637,18,2012 Dodge Challenger SRT8 392,29995,77762, Rear-wheel Drive ,14–23,Gasoline ,6-Speed Manual,6.4L V8 16V MPFI OHV,98204,0,1
638,19,2020 Ford F-150 XLT,31318,70350, Rear-wheel Drive ,None,Gasoline ,Automatic,5.0L V8 32V PDI DOHC,98057,1,0
639,0,2020 Honda Civic LX,19995,4168, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,44021,3,3
640,1,2003 Acura RSX ,7995,164836, Front-wheel Drive ,24–33,Gasoline ,5-Speed Automatic,2.0L I4 16V MPFI DOHC,98580,0,1
641,2,2020 Honda Civic Sport,20999,37932, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,75229,1,1
642,3,2021 Cadillac Escalade Premium Luxury,99950,26617, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic with Overdrive,8 Cylinder Engine,65101,1,0
643,4,2020 Cadillac CT5 Luxury AWD,36995,21572, All-wheel Drive ,21–31,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,1,1
644,5,2018 Audi A4 2.0T Premium Plus,29850,29938, All-wheel Drive ,24–34,Gasoline ,Automatic with Tiptronic,2.0L I4,98229,0,0
645,6,2015 Chrysler Town & Country Touring,14100,93193, Front-wheel Drive ,17–25,– ,Automatic,3.6L V6 24V MPFI DOHC,33764,3,3
646,7,2021 Lexus RC F Track,89999,411, Rear-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,5.0L V8 32V PDI DOHC,98409,0,0
647,8,2018 BMW X1 xDrive28i,27064,35479, All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11542,3,3
648,9,2019 Toyota 4Runner SR5,42527,19618, Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,44512,3,3
649,10,2014 Maserati Ghibli S Q4,24999,87646, All-wheel Drive ,15–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98037,0,1
650,11,2019 Honda Ridgeline RTL-E,29495,13271, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,44017,3,3
651,12,2015 GMC Sierra 2500 SLT,57711,74000, Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,34474,3,3
652,13,2015 Mercedes-Benz GL-Class GL 450 4MATIC,25455,91275, All-wheel Drive ,17–21,Gasoline ,"Auto, 7-Spd 7G-Tronic+",V6 Cylinder Engine,22554,0,1
653,14,2020 Toyota Tundra SR5,49791,12211, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,30253,1,1
654,15,2008 Volkswagen GTI 2-Door,8995,116551, Front-wheel Drive ,22–29,Gasoline ,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98087,0,1
655,16,2019 Audi RS 5 2.9T,68999,21524, All-wheel Drive ,17–26,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,07446,1,1
656,17,2021 GMC Acadia SLT,36798,19339, Front-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,32809,1,0
657,18,2020 Ford Edge SE,28980,17116, Front-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32720,1,1
