,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
753,18,2021 BMW X3 xDrive30i,46769,46769, Jet Black , Canberra Beige , All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
754,19,2020 Mercedes-Benz GLB 250 Base 4MATIC,41000,41000, Denim Blue Metallic , Macchiato Beige , All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
755,0,2020 Jeep Grand Cherokee Limited,37891,37891, Sangria Metallic , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
756,1,2011 Mercedes-Benz CLS-Class CLS 550,23450,23450, Black , – , Rear-wheel Drive ,14–21,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC
757,2,2020 Chevrolet Traverse LT Cloth,33688,33688, Black Cherry Metallic , Jet Black , All-wheel Drive ,17–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
758,3,2021 Mercedes-Benz GLC 300 4MATIC Coupe,57592,57592, designo Diamond White Metallic , AMG Saddle Brown , All-wheel Drive ,22–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
759,4,2019 Volvo XC60 T5 Inscription,41909,41909, Pine Gray Metallic , Blond , Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
760,5,2019 BMW X5 xDrive40i,55998,55998, Carbon Black Metallic , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
761,6,2020 BMW X7 xDrive40i,74940,74940, Jet Black , Black , All-wheel Drive ,20–25,Gasoline ,8-SPEED A/T,Straight 6 Cylinder Engine
762,7,2019 Mercedes-Benz GLA 250 Base 4MATIC,33500,33500, Midnight Black , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
763,8,2020 Mercedes-Benz GLB 250 Base 4MATIC,40975,40975, Polar White , Macchiato Beige , All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
764,9,2012 Kia Soul Base,5995,5995, Alien Pearl Metallic , Black seat trim , Front-wheel Drive ,25–30,Gasoline ,Automatic,1.6L DOHC GDI dual-CVVT 16-valve I4 engine -inc: variable intake
765,10,2021 Mercedes-Benz GLA 250 Base,45488,45488, Polar White , Macchiato Beige , Front-wheel Drive ,25–34,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
766,11,2018 BMW X2 sDrive28i,32000,32000, Black Sapphire Metallic , Oyster / Black , Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
767,12,2019 Honda Odyssey EX-L,28995,28995, Silver , Lunar Silver , FWD ,19–28,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
768,13,2019 BMW 330 i xDrive,37481,37481, Alpine White , Mocha , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
769,14,2020 INFINITI QX60 Pure,28401,28401, Platinum , Black , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
770,15,2020 Lexus RX 350 F Sport Performance,54000,54000, Obsidian Black , Red , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
771,16,2001 Chevrolet Corvette ,20500,20500, Mystic Teal Metallic , Black , Rear-wheel Drive ,18–26,Gasoline ,4-Speed Automatic,5.7L V8 16V MPFI OHV
772,17,2019 Mercedes-Benz GLC 300 Base 4MATIC,41783,41783, Black , – , All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
773,18,2018 Tesla Model S 100D,66500,66500, Silver , – , All-wheel Drive ,101–102,Electric ,1-Speed Automatic,Electric
774,19,2020 BMW M550 i xDrive,66458,66458, Alpine White , Mocha , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
775,0,2019 Honda Civic LX,24291,24291, Molten Lava Pearl , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
776,1,2018 Jeep Grand Cherokee Limited,35977,35977, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
777,2,2019 Cadillac Escalade Luxury,49595,49595, Shadow Metallic , Black , Rear-wheel Drive ,14–23,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
778,3,2015 Porsche Macan Turbo,44991,44991, Black , Agate Gray , All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC Twin Turbo
779,4,2021 BMW X3 M40i,59995,59995, Dark Graphite , Black , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
780,5,2020 Lincoln Nautilus Reserve,48916,48916, Radiance , Jet Black , All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
781,6,2020 Kia Sportage LX,26000,26000, Steel Gray , Black , All-wheel Drive ,22–26,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC
782,7,2021 Mercedes-Benz GLE 350 Base 4MATIC,68999,68999, Lunar , Beige / Black , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
783,8,2019 Honda CR-V EX-L,29685,29685, Modern Steel Metallic , Black , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
784,9,2021 Mercedes-Benz GLE 350 Base 4MATIC,68999,68999, Lunar Blue Metallic , Macchiato Beige , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
785,10,2018 Mercedes-Benz GLS 450 Base 4MATIC,50906,50906, Selenite Gray Metallic , Black , All-wheel Drive ,17–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
786,11,2019 BMW X5 xDrive40i,52999,52999, Black Sapphire Metallic , Ivory White , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
787,12,2021 BMW 330 i xDrive,43758,43758, Mineral Gray Metallic , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
788,13,2021 Subaru Forester Limited,37604,37604, Crimson Red Pearl , Gray , All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC
789,14,2021 Porsche Macan GTS,89998,89998, Volcano Grey Metallic , Black , All-wheel Drive ,17–22,Gasoline ,7-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo
790,15,2021 Lexus ES 350 Base,45998,45998, White , Tan , Front-wheel Drive ,22–32,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
791,16,2019 Jeep Grand Cherokee Limited,39998,39998, Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
792,17,2019 Lexus RX 350 RX 350,43488,43488, Nebula Gray Pearl , Brown , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
793,18,2020 Toyota Corolla LE,18980,18980, Super White , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
794,19,2013 Porsche Panamera S,39995,39995, Black , – , Rear-wheel Drive ,16–24,Gasoline ,7-Speed Automatic with Auto-Shift,4.8L V8 32V GDI DOHC
795,0,2021 Tesla Model 3 Long Range,61395,61395, Black , Black , All-wheel Drive ,141–127,– ,1-Speed Automatic,0 0.0
796,1,2018 Ford Escape SE,22730,22730, Shadow Black , Charcoal Black , Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
797,2,2021 Audi Q7 55 Premium,63895,63895, Florett Silver Metallic , Black , All-wheel Drive ,18–23,Gasoline ,7-Speed Automatic,V6
798,3,2018 Nissan Maxima 3.5 SL,29884,29884, Black , Cashmere , Front-wheel Drive ,21–30,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
799,4,2022 BMW X3 sDrive30i,45990,45990, Jet Black , Black , Rear-wheel Drive ,23–29,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
800,5,2020 Kia Telluride EX,44108,44108, Snow White Pearl , Black , All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC
801,6,2018 Land Rover Range Rover Velar P250 SE R-Dynamic,54995,54995, Firenze Red , Light Oyster / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
802,7,2020 Nissan Rogue S,25495,25495, Gun Metallic , Charcoal , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
803,8,2020 Lincoln Corsair Standard,10795,10795, Pristine White , Sandstone , Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
804,9,2014 Mercedes-Benz E-Class E 350 4MATIC,17990,17990, Black , Chestnut Brown / Black , All-wheel Drive ,21–29,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
805,10,2020 Ford Escape SEL,28961,28961, Desert Gold Metallic , Ebony , All-wheel Drive ,26–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
806,11,2018 Cadillac XT5 Luxury,35494,35494, Harbor Blue Metallic , Cirrus , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
807,12,2019 Volvo XC60 T6 Momentum,41985,41985, Blue , – , All-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
808,13,2015 Lexus NX 200t Base,25999,25999, White , Cream , All-wheel Drive ,22,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
809,14,2021 BMW X5 xDrive40i,66988,66988, Alpine White , Black , All-wheel Drive ,21–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
810,15,2022 Tesla Model Y Performance,75387,75387, Midnight Silver Metallic , White / Black , All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric
811,16,2011 MINI Cooper Countryman Base,9373,9373, Absolute Black Metallic , Polar Beige , Front-wheel Drive ,26–32,Gasoline ,6-SPEED M/T,4 Cylinder Engine
812,17,2021 Ford F-150 Lariat,64990,64990, Space White Metallic , Black , Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
813,18,2021 GMC Yukon Denali,83495,83495, Dark Sky Metallic , Teak , Rear-wheel Drive ,15–20,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
814,19,2019 Audi Q8 3.0T Premium Plus,72560,72560, Night Black , Black , All-wheel Drive ,17–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
815,0,2020 Lexus RX 350 F Sport,51995,51995, Gray , – , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
816,1,2020 BMW 750 i xDrive,76900,76900, Black Sapphire Metallic , Black , All-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
817,2,2018 BMW X2 sDrive28i,27198,27198, Alpine White , Black , Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
818,3,2020 Nissan Pathfinder SL,29000,29000, Gun Metallic , Charcoal , Four-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
819,4,2018 Audi Q7 2.0T Premium Plus,42991,42991, Carrara White , Nougat Brown , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
820,5,2021 Toyota Camry XSE,36800,36800, Wind Chill Pearl / Midnight Black Metallic , Black / Red , Front-wheel Drive ,27–38,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
821,6,2021 Toyota Camry XSE,37300,37300, Wind Chill Pearl / Midnight Black Metallic , Red , Front-wheel Drive ,27–38,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
822,7,2019 Honda CR-V EX-L,29995,29995, Platinum White Pearl , Ivory , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
823,8,2020 Nissan Murano SL,36874,36874, Gun Metallic , Graphite , Front-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
824,9,2019 Honda CR-V EX-L,34209,34209, Crystal Black Pearl , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
825,10,2019 Audi RS 5 2.9T,77895,77895, Glacier White Metallic , Black / Crescendo Red , All-wheel Drive ,18–27,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo
826,11,2019 GMC Acadia SLT-1,31000,31000, Quicksilver Metallic , Jet Black , All-wheel Drive ,17–25,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC
827,12,2019 Honda CR-V EX-L,29974,29974, Crystal Black Pearl , – , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
828,13,2019 RAM 1500 Laramie,59998,59998, Black , Black , Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
829,14,2016 Porsche Macan S,43900,43900, Black , Black , All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo
830,15,2019 Audi Q8 3.0T Premium,64271,64271, Carrara White , Black , All-wheel Drive ,17–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
831,16,2016 GMC Yukon Denali,38999,38999, Black , Black , Four-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV
832,17,2021 BMW X3 xDrive30i,42238,42238, Dark Graphite Metallic , Canberra Beige , All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
833,18,2019 Volvo XC60 T5 Momentum,38500,38500, Onyx Black Metallic , Charcoal , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
834,19,2019 Honda Pilot EX-L,38645,38645, Crystal Black Pearl , Black , All-wheel Drive ,18–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
835,0,2019 INFINITI QX80 Luxe,61990,61990, Liquid Platinum , Graphite , Rear-wheel Drive ,14–20,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC
836,1,2019 Cadillac XT5 Luxury,35540,35540, Stellar Black Metallic , Jet Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
837,2,2021 Lamborghini Urus ,310999,310999, White , Rosso Rea , All-wheel Drive ,12–17,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
838,3,2019 Mercedes-Benz E-Class E 300,38999,38999, Gray Metallic , Black , All-wheel Drive ,21–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
839,4,2021 Honda Pilot EX-L,38588,38588, Crystal Black Pearl , – , Front-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
840,5,2021 BMW X1 sDrive28i,37742,37742, Glacier Silver Metallic , Black , Front-wheel Drive ,24–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
841,6,2019 Ford Explorer XLT,34799,34799, Agate Black Metallic , Ebony Black , Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
842,7,2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,62488,62488, Black , Black , All-wheel Drive ,17–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
843,8,2018 Lexus RX 350 ,43997,43997, Atomic Silver , Parchment , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC
844,9,2020 Acura TLX Technology,31690,31690, Modern Steel Metallic , Ebony , Front-wheel Drive ,23–33,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
845,10,2019 BMW X5 xDrive40i,58278,58278, Arctic Gray Metallic , Amarone , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
846,11,2020 Mercedes-Benz GLE 450 AWD 4MATIC,61760,61760, Emerald Green Metallic , – , All-wheel Drive ,19–24,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
847,12,2021 Acura RDX Technology Package,44789,44789, White , Ebony , All-wheel Drive ,21–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
848,13,2020 Nissan Rogue Sport S,24590,24590, Caspian Blue , Charcoal , Front-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.0L I4 16V GDI DOHC
849,14,2020 Porsche Cayenne Base,78300,78300, Mahogany Metallic , Black , All-wheel Drive ,19–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
850,15,2020 BMW X3 M Competition,66399,66399, Black Sapphire Metallic , Sakhir Orange , All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo
851,16,2021 Hyundai Tucson SEL,31221,31221, Dusk Blue , Beige , Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC
852,17,2016 BMW 535 i xDrive,19000,19000, Dark Graphite Metallic , Black , All-wheel Drive ,20–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
853,18,2017 Audi Q7 3.0T Premium Plus,32000,32000, Orca Black Metallic , Black , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
854,19,2020 Mercedes-Benz C-Class C 300 4MATIC,40992,40992, Black , – , All-wheel Drive ,23–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
855,0,2020 Honda Passport EX-L,37998,37998, Crystal Black Pearl , Black , All-wheel Drive ,19–24,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
856,1,2021 Honda Accord Touring 2.0T,37750,37750, Crystal Black Pearl , Black , Front-wheel Drive ,22–32,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
857,2,2020 Honda Accord LX 1.5T,29999,29999, Crystal Black Pearl , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
858,3,2019 Audi A5 2.0T Premium Plus,40000,40000, Manhattan Gray Metallic , Black , All-wheel Drive ,23–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
859,4,2019 BMW 750 i xDrive,56946,56946, Azurite Black Metallic , Brown , All-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
860,5,2018 Chevrolet Tahoe Premier,42191,42191, Black , Cocoa / Dune , Four-wheel Drive ,16–22,Gasoline ,Automatic,5.3L V8 16V GDI OHV
861,6,2019 Mercedes-Benz GLS 450 Base 4MATIC,59999,59999, Black , Black , All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
862,7,2019 Land Rover Range Rover Velar P250 SE R-Dynamic,52884,52884, Yulong White , Ebony / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
863,8,2020 Acura RDX Base,41060,41060, Majestic Black Pearl , Ebony , All-wheel Drive ,21–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
864,9,2021 RAM 3500 Longhorn,86991,86991, Diamond Black , Mountain Brown , Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel
865,10,2019 Toyota Sequoia Platinum,58995,58995, Midnight Black Metallic , – , Rear-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
866,11,2019 Audi Q5 2.0T Premium Plus,38993,38993, Manhattan Gray Metallic , Atlas Beige / Gray , All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
867,12,2020 Cadillac XT5 Premium Luxury,41037,41037, Manhattan Noir Metallic , Cirrus , Front-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
868,13,2020 Nissan Murano SL,31000,31000, Black , Graphite , All-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
869,14,2021 Porsche 911 Turbo S,274981,274981, Agate Grey , Bordeaux Red , All-wheel Drive ,15–20,Gasoline ,8-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC Twin Turbo
870,15,2020 Mercedes-Benz C-Class C 300,41998,41998, Black , Red , Rear-wheel Drive ,24–35,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
871,16,2019 Honda CR-V EX-L,31995,31995, Crystal Black Pearl , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
872,17,2016 Ford Explorer Sport,25692,25692, Shadow Black , Ebony Black , Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
873,18,2020 Acura TLX A-Spec,28200,28200, Gray , Red , Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
874,0,2009 Mitsubishi Outlander XLS,4919,4919, Labrador Black Pearl , Black , Four-wheel Drive ,17–23,Gasoline ,6-Speed Automatic,3.0L V6 24V MPFI SOHC
875,1,2016 Cadillac SRX Performance Collection,28293,28293, Platinum Ice Tri-Coat , Ebony / Ebony Accents , Front-wheel Drive ,17–24,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC
876,2,2021 BMW X7 xDrive40i,81950,81950, Carbon Black Metallic , Black , All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
877,3,2016 Honda Accord Touring,28998,28998, Gray , Black , FWD ,21–32,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC
878,4,2020 Nissan Pathfinder SV,29999,29999, Gun Metallic , Charcoal , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
879,5,2020 BMW X3 xDrive30i,41543,41543, Black Sapphire Metallic , Black , All-wheel Drive ,24–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
880,6,2014 INFINITI QX80 Base,26150,26150, Smoky Quartz , Wheat , Four-wheel Drive ,14–20,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC
881,7,2020 Mercedes-Benz E-Class E 350,44999,44999, Black , Black , Rear-wheel Drive ,23–32,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
882,8,2020 Chrysler Pacifica Limited,33999,33999, Brilliant Black Crystal Pearlcoat , Black , Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC
883,9,2016 Toyota 4Runner Limited,38900,38900, Blizzard Pearl , Black , Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
884,10,2018 BMW X1 xDrive28i,31490,31490, Dark Olive Metallic , Oyster , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
885,11,2015 Dodge Durango R/T,29250,29250, Bright White Clearcoat , Red / Black , All-wheel Drive ,14–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
886,12,2019 BMW M850 i xDrive,77480,77480, Carbon Black Metallic , Fiona Red , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
887,13,2019 Subaru Outback 2.5i Limited,32703,32703, Ice Silver Metallic , Black , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
888,14,2021 GMC Sierra 1500 Denali,64999,64999, Onyx Black , – , Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
889,15,2020 Nissan Rogue SL,32971,32971, Magnetic Black , Charcoal , Front-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
890,16,2018 GMC Yukon Denali,43500,43500, Onyx Black , Jet Black , Rear-wheel Drive ,14–23,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
891,17,2004 Volvo XC90 2.5T A SR AWD w/Premium Pkg.,3595,3595, Ice White , Graphite , All-wheel Drive ,18–24,Gasoline ,Automatic,2.5L turbocharged I5 engine w/intercooler
892,18,2019 Honda CR-V EX-L,34804,34804, Gunmetal Metallic , Gray , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
